update,mean_loss,lr
233,0.336104801230249,1.3991769547325104e-06
234,0.010325853974791244,1.3168724279835394e-06
235,0.2693426413970883,1.234567901234568e-06
236,0.006020419441483682,1.1522633744855969e-06
237,0.0017168010781460907,1.0699588477366256e-06
238,0.006177580944495276,9.876543209876544e-07
239,0.0341159177623922,9.053497942386832e-07
240,0.005112293103593402,8.23045267489712e-07
241,0.2409490501959226,7.407407407407407e-07
242,0.0267419868032448,6.584362139917697e-07
243,0.17545365681871772,5.761316872427984e-07
244,0.0015112105174921453,4.938271604938272e-07
245,0.1939330560126109,4.11522633744856e-07
246,0.008560393325751647,3.2921810699588484e-07
247,0.01638653568807058,2.469135802469136e-07
248,0.3078796752379276,1.6460905349794242e-07
249,0.3987709767970955,8.230452674897121e-08
250,0.48801302926585777,0.0
