update,mean_loss,lr
49,0.0029843219672329724,4.135802469135803e-05
50,0.3114708529319614,4.11522633744856e-05
51,0.00931390025652945,4.094650205761317e-05
52,0.03551831238291925,4.074074074074074e-05
53,0.06448705121874809,4.053497942386831e-05
54,0.010466976556926966,4.032921810699588e-05
55,0.08276695750828367,4.012345679012346e-05
56,0.23392781685106456,3.9917695473251035e-05
57,0.007316136303415988,3.971193415637861e-05
58,0.7994630699395202,3.950617283950617e-05
59,0.0019544308161130175,3.9300411522633746e-05
60,0.1313550562481396,3.909465020576132e-05
61,0.009462038229685277,3.888888888888889e-05
62,0.18552814598660916,3.868312757201646e-05
63,0.030436507484409958,3.8477366255144036e-05
64,0.10662792838411406,3.82716049382716e-05
65,0.08502664073603228,3.806584362139918e-05
66,0.006745532795321196,3.786008230452675e-05
67,0.007590291483211331,3.7654320987654326e-05
68,0.3974159971694462,3.74485596707819e-05
69,0.03376667987322435,3.724279835390947e-05
70,0.0068992866144981235,3.7037037037037037e-05
71,0.00482289504725486,3.683127572016461e-05
72,0.017776934706489556,3.662551440329218e-05
73,0.008504138560965657,3.6419753086419754e-05
74,0.013995006971526891,3.6213991769547327e-05
75,0.041280373770860024,3.60082304526749e-05
76,0.7057911995798349,3.580246913580247e-05
77,0.026180550979916006,3.5596707818930044e-05
78,0.12322781187685905,3.539094650205762e-05
79,0.0167958753881976,3.518518518518519e-05
80,0.03783428175665904,3.497942386831276e-05
81,0.08590327287674882,3.4773662551440334e-05
82,0.013820484309690073,3.45679012345679e-05
83,0.006533885200042278,3.436213991769547e-05
84,0.1056793094612658,3.4156378600823045e-05
85,0.05618728857371025,3.395061728395062e-05
86,0.006696630909573287,3.374485596707819e-05
87,0.006130478635895997,3.353909465020576e-05
88,0.15374862687895074,3.3333333333333335e-05
89,0.006098759040469304,3.312757201646091e-05
90,0.0041314015979878604,3.292181069958848e-05
91,0.013707937381695956,3.271604938271605e-05
92,0.00949058448895812,3.2510288065843625e-05
93,0.15672485470713582,3.230452674897119e-05
94,0.054352453676983714,3.209876543209876e-05
95,0.004519371403148398,3.1893004115226336e-05
96,0.003115922008873895,3.168724279835391e-05
97,0.012961590837221593,3.148148148148148e-05
98,0.14357693211059086,3.127572016460906e-05
99,0.08477065150509588,3.1069958847736626e-05
100,0.001577204471686855,3.08641975308642e-05
101,0.3270378101733513,3.065843621399177e-05
102,0.5359359550348017,3.0452674897119343e-05
103,0.014857592119369656,3.0246913580246916e-05
104,0.0875208666693652,3.0041152263374488e-05
105,0.29248199351422954,2.9835390946502057e-05
106,0.0012309310986893252,2.962962962962963e-05
107,0.0017759792099241167,2.9423868312757202e-05
108,0.08355242223478854,2.9218106995884775e-05
109,0.3887877332017524,2.9012345679012347e-05
110,0.003998422704171389,2.880658436213992e-05
111,0.17113435608916916,2.860082304526749e-05
112,0.06248632466304116,2.839506172839506e-05
113,0.8627381887927186,2.8189300411522634e-05
114,0.003910189247108065,2.7983539094650207e-05
115,0.12355935573577881,2.777777777777778e-05
116,0.010833694075699896,2.757201646090535e-05
117,0.004140657227253541,2.736625514403292e-05
118,0.1455592732236255,2.7160493827160493e-05
119,0.6622065415140241,2.6954732510288066e-05
120,0.0025203117838827893,2.6748971193415638e-05
121,0.006489378138212487,2.654320987654321e-05
122,0.1394177538168151,2.6337448559670787e-05
123,0.1243120224098675,2.6131687242798352e-05
124,0.06781203055288643,2.5925925925925925e-05
125,0.05508413282223046,2.5720164609053497e-05
126,0.49168634600937366,2.551440329218107e-05
127,0.0030854291399009526,2.5308641975308646e-05
128,0.012869663332821801,2.510288065843622e-05
129,0.004582953770295717,2.4897119341563787e-05
130,0.023041417502099648,2.4691358024691357e-05
131,0.04384079133160412,2.4485596707818932e-05
132,0.004705748404376209,2.4279835390946505e-05
133,0.007231637951917946,2.4074074074074074e-05
134,0.02822406610357575,2.3868312757201647e-05
135,0.3190844023192767,2.366255144032922e-05
136,0.005748290219344199,2.345679012345679e-05
137,0.005246002670901362,2.3251028806584364e-05
138,0.4332656156620942,2.3045267489711937e-05
139,0.14351672737393528,2.2839506172839506e-05
140,0.03944154878263362,2.2633744855967078e-05
141,0.04908032825915143,2.242798353909465e-05
142,0.03028981131501496,2.2222222222222223e-05
143,0.022252657276112586,2.2016460905349796e-05
144,0.11806970441830344,2.1810699588477368e-05
145,0.12937712031998672,2.1604938271604937e-05
146,0.00706724842893891,2.139917695473251e-05
147,0.03740487532922998,2.1193415637860082e-05
148,0.022929719067178667,2.0987654320987655e-05
149,0.20709381975757424,2.0781893004115227e-05
150,0.06567115845973603,2.05761316872428e-05
151,0.07369335697148927,2.037037037037037e-05
152,0.014433913864195347,2.016460905349794e-05
153,0.10325042356271297,1.9958847736625517e-05
154,0.4314548699767329,1.9753086419753087e-05
155,0.006512822619697545,1.954732510288066e-05
156,0.22843753793858923,1.934156378600823e-05
157,0.0023383357911370695,1.91358024691358e-05
158,0.16139212498092093,1.8930041152263377e-05
159,0.0015697168128099293,1.872427983539095e-05
160,0.2508156569674611,1.8518518518518518e-05
161,0.0066875343036372215,1.831275720164609e-05
162,0.3551096372466418,1.8106995884773663e-05
163,0.13961771060712636,1.7901234567901236e-05
164,0.17394310148665681,1.769547325102881e-05
165,0.0031564666132908314,1.748971193415638e-05
166,0.002802676346618682,1.728395061728395e-05
167,0.05176852647855412,1.7078189300411522e-05
168,0.012103249100618996,1.6872427983539095e-05
169,0.016415708567365073,1.6666666666666667e-05
170,0.41505281516583636,1.646090534979424e-05
171,0.004776479152496904,1.6255144032921812e-05
172,0.02945915779855568,1.604938271604938e-05
173,0.09502084803534672,1.5843621399176954e-05
174,0.029284515680046752,1.563786008230453e-05
175,0.02486679976573214,1.54320987654321e-05
176,0.013312044735357631,1.5226337448559672e-05
177,0.057194080436602235,1.5020576131687244e-05
178,0.006167792060296051,1.4814814814814815e-05
179,0.018910771803348325,1.4609053497942387e-05
180,0.01834210600645747,1.440329218106996e-05
181,0.01378668742836453,1.419753086419753e-05
182,0.18195039927377366,1.3991769547325103e-05
183,0.01426156988600269,1.3786008230452676e-05
184,0.019472103129373863,1.3580246913580247e-05
185,0.3576133898750413,1.3374485596707819e-05
186,0.04467980357730994,1.3168724279835393e-05
187,0.02549869765061885,1.2962962962962962e-05
188,0.06315888714016182,1.2757201646090535e-05
189,0.08323390434452449,1.255144032921811e-05
190,0.1696093735517934,1.2345679012345678e-05
191,0.010340891167288646,1.2139917695473252e-05
192,0.2066534287223476,1.1934156378600823e-05
193,0.1639126289228443,1.1728395061728396e-05
194,0.02100494429760147,1.1522633744855968e-05
195,0.023329191069933586,1.1316872427983539e-05
196,0.08810682225157507,1.1111111111111112e-05
197,0.05706793336139526,1.0905349794238684e-05
198,0.0027115286866319366,1.0699588477366255e-05
199,0.0019400008604861796,1.0493827160493827e-05
200,0.004105664858798264,1.02880658436214e-05
201,0.008045033158850856,1.008230452674897e-05
202,0.007744222253677435,9.876543209876543e-06
203,0.0014048699013073929,9.670781893004116e-06
204,0.019886258967744652,9.465020576131688e-06
205,0.004081195671460591,9.259259259259259e-06
206,0.0015854509401833639,9.053497942386832e-06
207,0.0016576931229792535,8.847736625514404e-06
208,0.01375025482775527,8.641975308641975e-06
209,0.002879367868445115,8.436213991769547e-06
210,0.06351433094278036,8.23045267489712e-06
211,0.0023107354427338578,8.02469135802469e-06
212,0.024409833618847188,7.818930041152265e-06
213,0.0026351449050707743,7.613168724279836e-06
214,0.0008957417667261325,7.4074074074074075e-06
215,0.0020777093013748527,7.20164609053498e-06
216,0.2178121603137697,6.995884773662552e-06
217,0.13568875088822097,6.790123456790123e-06
218,0.1689838948968827,6.584362139917697e-06
